event_time,user_id,event_type,transaction_category,miles_amount,platform,utm_source,country
2025-04-07 03:43:17.182796,u_0065,miles_earned,ecommerce,89.0,ios,google,PH
2025-03-16 05:00:29.678124,u_0074,miles_redeemed,flight,2223.0,web,google,MY
2025-03-16 13:35:04.546257,u_0079,reward_search,apple,,android,referral,SG
2025-05-23 03:15:54.192718,u_0031,miles_earned,ecommerce,108.0,android,facebook,PH
2025-05-01 04:43:31.619909,u_0011,miles_earned,ecommerce,104.0,android,referral,PH
2025-05-19 12:04:27.452981,u_0043,miles_earned,ecommerce,92.0,ios,referral,ID
2025-05-12 12:53:52.373331,u_0004,miles_earned,shopping,1099.0,web,facebook,SG
2025-04-25 02:55:47.639152,u_0030,miles_earned,ecommerce,85.0,web,facebook,SG
2025-06-03 10:36:26.180704,u_0013,miles_earned,ecommerce,111.0,ios,organic,PH
2025-04-10 22:18:41.317172,u_0037,share,,,web,google,TH
2025-04-26 13:05:05.948781,u_0067,miles_earned,ecommerce,81.0,ios,referral,MY
2025-05-21 12:11:28.669231,u_0061,miles_earned,dining,513.0,ios,referral,PH
2025-05-02 12:40:47.594384,u_0030,reward_search,apple,,ios,facebook,SG
2025-05-24 09:57:50.856817,u_0023,reward_search,shopee,,ios,google,TH
2025-04-28 19:45:28.281517,u_0036,miles_redeemed,hotel,1013.0,android,google,SG
2025-05-10 06:33:08.598407,u_0076,miles_earned,ecommerce,112.0,ios,organic,TH
2025-03-11 23:39:28.407306,u_0016,miles_earned,dining,570.0,ios,referral,ID
2025-03-28 08:56:14.991467,u_0021,miles_earned,ecommerce,119.0,android,facebook,PH
2025-04-02 21:45:18.804970,u_0051,miles_earned,dining,589.0,web,facebook,SG
2025-03-15 01:01:40.412558,u_0004,miles_earned,ecommerce,83.0,android,facebook,SG
2025-03-28 19:30:19.932343,u_0050,miles_earned,ecommerce,93.0,android,tiktok,SG
2025-03-16 22:50:25.115090,u_0058,miles_earned,shopping,1097.0,android,google,SG
2025-04-01 21:06:00.737784,u_0032,miles_redeemed,flight,2287.0,android,google,SG
2025-05-04 01:45:20.238600,u_0028,reward_search,shopee,,android,referral,SG
2025-04-09 16:42:53.023671,u_0048,miles_redeemed,flight,1795.0,android,facebook,SG
2025-04-10 04:16:05.200301,u_0077,reward_search,shopee,,ios,facebook,SG
2025-03-26 17:12:44.671279,u_0006,miles_earned,dining,502.0,web,organic,MY
2025-03-31 21:20:57.544254,u_0036,miles_earned,ecommerce,115.0,ios,google,SG
2025-05-31 03:51:04.074052,u_0046,miles_earned,ecommerce,110.0,web,google,SG
2025-05-05 04:26:01.155678,u_0006,miles_earned,ecommerce,113.0,web,organic,MY
2025-05-01 16:24:00.700067,u_0004,miles_earned,shopping,1055.0,web,facebook,SG
2025-03-23 06:20:12.128388,u_0035,reward_search,lululemon,,web,organic,SG
2025-05-12 11:35:27.980862,u_0049,miles_earned,ecommerce,107.0,android,referral,MY
2025-03-22 13:37:35.791493,u_0068,share,,,web,organic,TH
2025-04-11 00:18:03.515107,u_0046,miles_earned,ecommerce,115.0,web,google,SG
2025-06-04 22:02:51.574550,u_0067,reward_search,apple,,android,referral,MY
2025-05-04 11:04:36.132625,u_0000,miles_earned,ecommerce,84.0,web,facebook,MY
2025-04-26 23:41:19.207592,u_0012,miles_earned,ecommerce,109.0,ios,facebook,PH
2025-05-08 11:26:38.415697,u_0098,reward_search,lululemon,,ios,facebook,MY
2025-05-22 17:14:14.531396,u_0008,miles_earned,shopping,906.0,android,google,SG
2025-05-16 16:50:13.312184,u_0097,miles_earned,ecommerce,99.0,web,tiktok,MY
2025-03-28 11:25:15.807593,u_0047,miles_earned,dining,451.0,web,organic,TH
2025-03-10 18:00:49.496598,u_0004,share,,,ios,facebook,SG
2025-04-05 06:03:20.901707,u_0085,reward_search,apple,,ios,facebook,ID
2025-03-31 22:59:51.051587,u_0017,miles_earned,shopping,808.0,ios,google,PH
2025-03-26 20:24:00.591727,u_0005,miles_redeemed,hotel,1051.0,android,tiktok,ID
2025-05-31 17:21:43.938669,u_0051,miles_earned,shopping,881.0,web,facebook,SG
2025-05-25 17:37:52.663451,u_0041,reward_search,shopee,,android,google,MY
2025-04-05 04:22:53.201089,u_0082,miles_redeemed,flight,1638.0,web,tiktok,SG
2025-05-05 20:25:29.061333,u_0016,miles_earned,shopping,1068.0,web,referral,ID
2025-04-12 11:14:31.662648,u_0087,miles_earned,ecommerce,93.0,ios,organic,SG
2025-05-29 04:06:00.057822,u_0073,miles_earned,dining,497.0,ios,facebook,ID
2025-04-18 03:47:50.005720,u_0014,miles_redeemed,flight,2123.0,web,tiktok,ID
2025-03-31 16:49:06.174689,u_0018,miles_earned,shopping,878.0,web,google,PH
2025-03-30 01:23:33.499828,u_0053,miles_earned,ecommerce,108.0,android,tiktok,TH
2025-04-27 09:13:56.611253,u_0071,like,,,web,facebook,TH
2025-03-31 12:11:56.747874,u_0071,miles_earned,shopping,1075.0,android,facebook,TH
2025-04-29 11:22:58.659978,u_0035,miles_earned,dining,528.0,web,organic,SG
2025-05-27 15:58:28.742893,u_0036,miles_redeemed,flight,1805.0,android,google,SG
2025-04-12 19:22:56.327972,u_0063,miles_redeemed,flight,1615.0,web,organic,MY
2025-03-27 14:24:36.223207,u_0062,miles_earned,ecommerce,102.0,android,facebook,MY
2025-06-05 15:21:30.428106,u_0024,miles_earned,shopping,1081.0,ios,facebook,MY
2025-04-22 17:15:14.459628,u_0051,miles_earned,shopping,981.0,ios,facebook,SG
2025-03-16 01:02:29.589063,u_0023,miles_earned,ecommerce,93.0,ios,google,TH
2025-03-12 02:26:54.935303,u_0059,miles_earned,ecommerce,112.0,web,referral,SG
2025-03-17 17:31:09.637607,u_0091,miles_earned,dining,586.0,android,facebook,ID
2025-05-03 07:57:38.420283,u_0094,miles_earned,shopping,852.0,android,organic,ID
2025-05-18 03:34:07.137286,u_0099,miles_earned,shopping,1077.0,web,facebook,SG
2025-04-14 20:32:33.901834,u_0088,reward_search,lululemon,,web,google,ID
2025-03-13 13:53:49.443038,u_0024,reward_search,shopee,,ios,facebook,MY
2025-04-11 04:58:29.571875,u_0021,like,,,web,facebook,PH
2025-06-05 12:17:57.852747,u_0071,miles_earned,dining,576.0,android,facebook,TH
2025-04-24 11:33:51.147491,u_0094,miles_earned,ecommerce,87.0,android,organic,ID
2025-06-03 06:12:23.464324,u_0079,miles_redeemed,hotel,996.0,ios,referral,SG
2025-05-24 07:57:40.964576,u_0019,miles_earned,dining,580.0,android,facebook,SG
2025-03-08 21:28:34.426627,u_0092,like,,,web,referral,ID
2025-05-11 17:26:10.867345,u_0009,share,,,ios,google,TH
2025-05-08 05:10:17.829551,u_0020,share,,,android,facebook,TH
2025-04-25 04:31:59.289259,u_0026,miles_earned,dining,587.0,ios,tiktok,MY
2025-03-31 21:01:10.677071,u_0030,miles_earned,shopping,1128.0,web,facebook,SG
2025-05-04 13:09:16.945757,u_0015,miles_redeemed,hotel,905.0,android,organic,SG
2025-03-17 21:37:47.701882,u_0058,miles_earned,ecommerce,96.0,ios,google,SG
2025-04-15 23:46:12.589203,u_0048,share,,,web,facebook,SG
2025-04-17 16:43:13.540416,u_0011,miles_earned,dining,418.0,web,referral,PH
2025-06-01 16:55:10.652404,u_0000,miles_redeemed,hotel,1015.0,ios,facebook,MY
2025-05-25 16:31:10.464381,u_0015,share,,,ios,organic,SG
2025-03-31 13:35:51.258641,u_0013,miles_earned,dining,427.0,web,organic,PH
2025-04-21 21:56:35.615079,u_0070,miles_redeemed,flight,1722.0,ios,google,PH
2025-03-23 22:33:55.023002,u_0003,miles_earned,shopping,1025.0,android,organic,MY
2025-05-28 23:57:12.078745,u_0072,share,,,ios,referral,ID
2025-05-25 04:59:50.399051,u_0021,miles_earned,ecommerce,87.0,ios,facebook,PH
2025-04-03 17:19:04.698305,u_0075,miles_redeemed,flight,2253.0,web,organic,MY
2025-05-04 08:48:29.272078,u_0083,share,,,android,facebook,PH
2025-05-01 16:03:10.364143,u_0088,miles_earned,ecommerce,97.0,android,google,ID
2025-03-21 14:48:36.152242,u_0080,miles_earned,ecommerce,95.0,android,organic,MY
2025-05-15 11:42:01.981384,u_0043,share,,,ios,referral,ID
2025-04-25 09:44:09.338210,u_0070,reward_search,apple,,web,google,PH
2025-05-16 22:30:37.497831,u_0017,miles_redeemed,flight,1629.0,android,google,PH
2025-04-24 14:14:28.154990,u_0086,reward_search,apple,,ios,facebook,PH
2025-03-07 21:54:45.064291,u_0075,miles_earned,dining,563.0,android,organic,MY
2025-04-06 00:51:15.499268,u_0036,miles_earned,ecommerce,85.0,android,google,SG
2025-03-09 14:44:49.148792,u_0049,miles_redeemed,hotel,1163.0,web,referral,MY
2025-05-30 11:31:48.840074,u_0003,miles_earned,ecommerce,98.0,ios,organic,MY
2025-05-25 22:42:59.321953,u_0012,reward_search,apple,,ios,facebook,PH
2025-05-21 17:04:29.156312,u_0084,miles_earned,shopping,989.0,web,facebook,PH
2025-04-04 12:54:27.839131,u_0025,miles_earned,ecommerce,117.0,web,google,ID
2025-03-13 01:47:44.094659,u_0072,miles_earned,ecommerce,96.0,android,referral,ID
2025-05-25 21:10:40.643411,u_0034,miles_earned,shopping,953.0,web,facebook,MY
2025-06-01 02:05:16.886637,u_0015,miles_earned,dining,553.0,web,organic,SG
2025-03-15 13:41:19.243280,u_0004,miles_earned,ecommerce,103.0,web,facebook,SG
2025-04-20 14:24:59.842750,u_0028,miles_earned,ecommerce,116.0,android,referral,SG
2025-03-14 02:10:34.543610,u_0038,like,,,ios,tiktok,TH
2025-05-15 07:34:40.437040,u_0034,miles_earned,dining,428.0,ios,facebook,MY
2025-05-15 18:52:46.522291,u_0069,miles_earned,dining,429.0,ios,referral,TH
2025-03-19 10:00:10.027950,u_0045,reward_search,lululemon,,android,google,ID
2025-04-19 15:17:13.772096,u_0068,miles_earned,dining,536.0,web,organic,TH
2025-04-26 08:15:10.743017,u_0084,miles_earned,shopping,866.0,web,facebook,PH
2025-03-31 17:11:58.346638,u_0033,share,,,ios,google,TH
2025-05-25 09:07:57.327479,u_0053,miles_redeemed,flight,2225.0,web,tiktok,TH
2025-04-14 22:39:18.623002,u_0068,miles_earned,ecommerce,81.0,web,organic,TH
2025-03-26 22:09:40.845518,u_0036,miles_earned,dining,507.0,web,google,SG
2025-04-25 09:33:24.386349,u_0065,miles_earned,dining,447.0,ios,google,PH
2025-05-12 13:19:41.993244,u_0004,miles_earned,dining,557.0,android,facebook,SG
2025-03-25 23:09:48.668918,u_0034,miles_earned,ecommerce,114.0,android,facebook,MY
2025-04-04 21:59:03.881156,u_0062,miles_earned,ecommerce,108.0,android,facebook,MY
2025-06-05 10:11:59.397395,u_0012,miles_redeemed,hotel,1093.0,android,facebook,PH
2025-05-05 08:24:49.776204,u_0014,share,,,android,tiktok,ID
2025-04-16 06:58:24.252519,u_0009,miles_redeemed,flight,2329.0,ios,google,TH
2025-04-23 10:38:27.739893,u_0064,miles_earned,shopping,1029.0,android,tiktok,ID
2025-03-18 18:02:46.627072,u_0092,miles_redeemed,flight,2181.0,web,referral,ID
2025-03-28 02:01:24.492757,u_0036,miles_earned,dining,487.0,ios,google,SG
2025-04-07 06:56:31.331259,u_0070,miles_earned,shopping,1128.0,ios,google,PH
2025-04-29 19:25:26.594723,u_0030,like,,,android,facebook,SG
2025-03-28 13:43:30.160671,u_0017,reward_search,shopee,,web,google,PH
2025-03-27 16:20:48.381495,u_0015,miles_earned,shopping,1076.0,ios,organic,SG
2025-03-14 06:01:20.236806,u_0088,miles_earned,ecommerce,87.0,android,google,ID
2025-05-03 15:51:34.595732,u_0043,miles_earned,ecommerce,82.0,android,referral,ID
2025-03-28 11:11:29.310915,u_0077,miles_earned,ecommerce,103.0,android,facebook,SG
2025-05-28 08:23:04.021136,u_0034,miles_earned,dining,484.0,ios,facebook,MY
2025-05-24 05:29:22.872373,u_0016,miles_earned,dining,490.0,ios,referral,ID
2025-03-14 05:43:44.752734,u_0085,like,,,android,facebook,ID
2025-03-29 06:46:02.036853,u_0092,miles_earned,ecommerce,91.0,android,referral,ID
2025-05-07 01:40:09.204032,u_0046,miles_earned,ecommerce,82.0,android,google,SG
2025-03-27 03:25:43.414113,u_0052,miles_earned,ecommerce,94.0,web,referral,SG
2025-03-19 18:28:14.935686,u_0032,miles_earned,dining,560.0,android,google,SG
2025-05-31 01:23:16.734755,u_0090,miles_earned,dining,492.0,web,google,MY
2025-04-28 06:07:49.093697,u_0065,miles_earned,shopping,1030.0,ios,google,PH
2025-04-19 09:38:47.900600,u_0097,like,,,ios,tiktok,MY
2025-05-17 11:27:18.643285,u_0017,miles_earned,ecommerce,110.0,android,google,PH
2025-05-19 12:52:14.654634,u_0053,miles_earned,ecommerce,104.0,web,tiktok,TH
2025-03-24 23:57:45.494078,u_0079,reward_search,lululemon,,ios,referral,SG
2025-03-16 14:02:52.011443,u_0046,reward_search,lululemon,,android,google,SG
2025-04-15 15:44:51.994392,u_0074,miles_redeemed,flight,1930.0,android,google,MY
2025-04-14 23:36:25.372603,u_0080,miles_earned,ecommerce,119.0,android,organic,MY
2025-04-18 21:27:01.818653,u_0026,miles_earned,ecommerce,86.0,ios,tiktok,MY
2025-05-12 11:28:51.805400,u_0074,like,,,ios,google,MY
2025-05-07 11:08:40.719753,u_0040,miles_earned,dining,595.0,web,tiktok,MY
2025-06-04 10:28:26.683582,u_0014,miles_earned,dining,484.0,android,tiktok,ID
2025-03-16 17:15:35.366078,u_0061,share,,,android,referral,PH
2025-04-13 02:20:21.089627,u_0034,miles_earned,dining,557.0,ios,facebook,MY
2025-04-07 09:34:15.059551,u_0007,miles_earned,dining,493.0,android,facebook,PH
2025-05-24 09:53:23.642679,u_0054,miles_earned,shopping,1088.0,ios,referral,ID
2025-03-30 05:46:29.652564,u_0085,share,,,web,facebook,ID
2025-03-24 23:31:42.472036,u_0016,miles_earned,dining,534.0,android,referral,ID
2025-04-17 05:40:56.947950,u_0058,miles_redeemed,flight,1904.0,android,google,SG
2025-04-14 19:56:29.631352,u_0092,miles_earned,dining,472.0,android,referral,ID
2025-04-01 22:20:05.044930,u_0071,miles_earned,dining,540.0,ios,facebook,TH
2025-03-30 08:15:32.938731,u_0007,miles_earned,dining,441.0,android,facebook,PH
2025-05-29 22:55:51.299970,u_0063,like,,,web,organic,MY
2025-04-16 17:50:22.673536,u_0087,miles_earned,dining,535.0,ios,organic,SG
2025-05-24 09:11:28.638628,u_0086,miles_earned,ecommerce,85.0,ios,facebook,PH
2025-04-26 09:22:47.629610,u_0053,miles_earned,ecommerce,97.0,android,tiktok,TH
2025-03-12 09:56:52.850385,u_0089,share,,,web,tiktok,TH
2025-06-05 19:07:38.474377,u_0036,share,,,ios,google,SG
2025-05-22 02:29:48.501582,u_0043,miles_earned,dining,572.0,ios,referral,ID
2025-06-03 01:42:32.896646,u_0037,like,,,web,google,TH
2025-05-30 05:37:47.659871,u_0005,like,,,ios,tiktok,ID
2025-05-23 05:51:36.030806,u_0009,reward_search,lululemon,,android,google,TH
2025-03-22 19:54:33.196056,u_0055,miles_earned,dining,408.0,android,facebook,MY
2025-04-20 13:39:43.391505,u_0044,miles_earned,ecommerce,119.0,web,organic,SG
2025-03-27 02:22:16.998573,u_0023,share,,,ios,google,TH
2025-04-12 22:55:27.314865,u_0045,miles_earned,shopping,1024.0,android,google,ID
2025-03-13 03:19:46.870184,u_0000,miles_earned,shopping,840.0,web,facebook,MY
2025-04-10 23:15:32.973165,u_0006,share,,,web,organic,MY
2025-06-04 12:56:39.569231,u_0059,share,,,ios,referral,SG
2025-03-31 17:30:56.980347,u_0090,miles_redeemed,flight,2171.0,android,google,MY
2025-05-17 10:16:11.000752,u_0030,like,,,web,facebook,SG
2025-04-17 19:29:43.064429,u_0024,miles_redeemed,hotel,1110.0,ios,facebook,MY
2025-04-14 22:22:24.211060,u_0033,reward_search,apple,,ios,google,TH
2025-06-02 00:28:59.975325,u_0013,miles_earned,shopping,1120.0,android,organic,PH
2025-06-05 10:47:24.833495,u_0097,share,,,web,tiktok,MY
2025-04-26 21:08:12.482802,u_0034,miles_earned,ecommerce,91.0,ios,facebook,MY
2025-05-11 12:26:20.748704,u_0001,miles_earned,dining,547.0,ios,organic,SG
2025-03-21 19:02:18.113331,u_0037,miles_redeemed,hotel,1177.0,ios,google,TH
2025-04-03 13:33:58.051046,u_0072,miles_redeemed,hotel,1154.0,ios,referral,ID
2025-06-03 01:05:22.022000,u_0020,miles_redeemed,flight,1759.0,ios,facebook,TH
2025-04-28 23:42:23.941387,u_0081,reward_search,apple,,web,organic,TH
2025-04-25 15:49:07.885886,u_0033,miles_redeemed,hotel,1135.0,ios,google,TH
2025-05-14 04:18:15.957508,u_0002,reward_search,shopee,,web,facebook,TH
2025-03-13 00:09:15.162129,u_0088,miles_earned,dining,405.0,web,google,ID
2025-04-29 10:30:02.974513,u_0028,miles_earned,dining,539.0,web,referral,SG
2025-04-22 02:50:02.577582,u_0054,miles_redeemed,flight,1683.0,web,referral,ID
2025-05-23 14:33:07.880568,u_0026,miles_earned,ecommerce,118.0,web,tiktok,MY
2025-03-22 00:43:54.892457,u_0022,miles_earned,ecommerce,91.0,android,facebook,SG
2025-06-02 07:57:34.751862,u_0095,reward_search,apple,,android,facebook,MY
2025-03-15 01:43:04.753711,u_0036,miles_earned,ecommerce,114.0,web,google,SG
2025-03-24 14:03:32.896586,u_0035,miles_earned,shopping,1095.0,android,organic,SG
2025-04-30 09:57:10.987755,u_0098,miles_redeemed,flight,2000.0,ios,facebook,MY
2025-05-07 15:08:10.816825,u_0004,miles_earned,ecommerce,100.0,web,facebook,SG
2025-03-29 00:43:03.487527,u_0064,reward_search,lululemon,,android,tiktok,ID
2025-03-18 15:37:56.310053,u_0022,like,,,ios,facebook,SG
2025-05-26 23:41:52.154670,u_0098,miles_earned,dining,593.0,android,facebook,MY
2025-03-30 00:30:08.544404,u_0019,reward_search,apple,,android,facebook,SG
2025-04-30 08:50:18.937876,u_0075,like,,,web,organic,MY
2025-05-02 14:32:28.624342,u_0090,miles_earned,dining,461.0,android,google,MY
2025-04-14 14:12:10.941652,u_0066,like,,,ios,referral,PH
2025-04-29 09:24:33.721529,u_0025,miles_earned,ecommerce,89.0,web,google,ID
2025-04-23 21:53:16.395977,u_0064,miles_earned,ecommerce,90.0,web,tiktok,ID
2025-05-30 23:38:33.860158,u_0014,share,,,web,tiktok,ID
2025-03-26 05:52:37.534717,u_0019,miles_earned,ecommerce,97.0,ios,facebook,SG
2025-05-11 07:39:05.442939,u_0042,miles_earned,shopping,1054.0,web,tiktok,PH
2025-03-29 08:14:19.967541,u_0005,miles_earned,ecommerce,117.0,android,tiktok,ID
2025-04-12 11:34:28.744649,u_0001,miles_earned,shopping,907.0,android,organic,SG
2025-05-07 07:31:41.173737,u_0017,miles_earned,ecommerce,116.0,ios,google,PH
2025-04-03 20:40:15.292515,u_0049,share,,,ios,referral,MY
2025-04-05 07:37:11.878210,u_0094,like,,,android,organic,ID
2025-05-14 12:42:16.293014,u_0095,miles_earned,ecommerce,115.0,ios,facebook,MY
2025-03-14 09:22:13.258299,u_0033,miles_earned,ecommerce,101.0,android,google,TH
2025-04-18 02:34:26.223882,u_0017,reward_search,shopee,,android,google,PH
2025-06-05 17:20:19.732084,u_0027,miles_earned,dining,574.0,web,tiktok,SG
2025-06-05 12:14:43.978521,u_0067,miles_earned,dining,419.0,android,referral,MY
2025-03-14 10:55:13.367271,u_0067,miles_earned,dining,499.0,web,referral,MY
2025-03-27 01:05:25.932189,u_0049,miles_earned,ecommerce,113.0,ios,referral,MY
2025-03-31 17:30:36.425099,u_0036,miles_earned,dining,400.0,ios,google,SG
2025-05-30 20:31:02.923279,u_0039,reward_search,shopee,,web,google,SG
2025-05-26 03:20:37.814586,u_0057,miles_earned,dining,575.0,android,organic,TH
2025-05-25 23:54:03.405560,u_0039,miles_earned,dining,447.0,android,google,SG
2025-04-10 02:51:20.642034,u_0099,miles_earned,dining,505.0,android,facebook,SG
2025-03-22 01:24:37.368410,u_0001,reward_search,lululemon,,ios,organic,SG
2025-05-21 21:33:58.767279,u_0097,miles_earned,ecommerce,83.0,ios,tiktok,MY
2025-05-10 04:19:24.457479,u_0089,miles_earned,ecommerce,115.0,web,tiktok,TH
2025-05-01 21:54:04.306285,u_0070,miles_redeemed,hotel,951.0,ios,google,PH
2025-06-04 17:06:02.302799,u_0092,like,,,android,referral,ID
2025-05-05 17:15:57.846519,u_0042,miles_earned,shopping,1123.0,web,tiktok,PH
2025-03-08 13:34:30.481215,u_0080,miles_earned,ecommerce,85.0,android,organic,MY
2025-05-20 09:37:19.754658,u_0096,miles_earned,shopping,1087.0,android,facebook,MY
2025-04-03 19:20:07.177107,u_0049,share,,,web,referral,MY
2025-05-06 13:35:48.647576,u_0065,reward_search,lululemon,,ios,google,PH
2025-05-31 08:45:57.710537,u_0065,reward_search,shopee,,android,google,PH
2025-03-19 22:44:45.705523,u_0025,like,,,ios,google,ID
2025-03-18 06:00:11.341179,u_0030,miles_earned,shopping,1165.0,android,facebook,SG
2025-03-17 11:52:29.762668,u_0002,miles_earned,ecommerce,117.0,web,facebook,TH
2025-04-26 15:38:25.031520,u_0030,miles_earned,dining,447.0,ios,facebook,SG
2025-04-01 08:56:57.698960,u_0059,miles_earned,shopping,855.0,web,referral,SG
2025-05-01 07:06:34.734987,u_0005,share,,,ios,tiktok,ID
2025-05-11 10:43:10.367191,u_0054,share,,,android,referral,ID
2025-03-26 04:26:50.700658,u_0055,miles_earned,ecommerce,105.0,android,facebook,MY
2025-05-03 22:37:52.368290,u_0010,miles_earned,dining,502.0,ios,tiktok,MY
2025-03-31 14:52:56.819078,u_0029,miles_earned,shopping,964.0,web,referral,ID
2025-04-20 19:54:21.682313,u_0060,miles_earned,ecommerce,112.0,android,organic,PH
2025-05-28 08:12:14.554633,u_0020,miles_earned,ecommerce,105.0,web,facebook,TH
2025-05-23 00:15:40.474581,u_0047,miles_earned,ecommerce,107.0,android,organic,TH
2025-03-16 04:02:30.884934,u_0075,like,,,web,organic,MY
2025-04-14 23:36:03.207456,u_0013,miles_earned,dining,553.0,ios,organic,PH
2025-04-01 18:18:23.421608,u_0021,miles_earned,shopping,982.0,web,facebook,PH
2025-03-08 04:20:09.278347,u_0013,reward_search,lululemon,,ios,organic,PH
2025-05-16 06:17:41.078201,u_0085,miles_earned,ecommerce,97.0,web,facebook,ID
2025-05-04 04:50:31.621896,u_0065,miles_earned,dining,565.0,android,google,PH
2025-03-31 10:30:02.120689,u_0002,miles_earned,dining,567.0,android,facebook,TH
2025-05-13 13:44:09.543314,u_0011,miles_earned,ecommerce,100.0,web,referral,PH
2025-04-26 12:18:24.954679,u_0018,miles_earned,ecommerce,115.0,web,google,PH
2025-04-15 08:28:51.481994,u_0067,miles_earned,shopping,1119.0,web,referral,MY
2025-03-08 17:33:49.584154,u_0040,reward_search,apple,,web,tiktok,MY
2025-03-14 15:12:14.255934,u_0049,miles_earned,ecommerce,98.0,web,referral,MY
2025-05-26 08:11:13.314302,u_0016,miles_earned,ecommerce,96.0,ios,referral,ID
2025-05-28 05:09:46.572450,u_0026,miles_earned,ecommerce,112.0,android,tiktok,MY
2025-04-25 23:09:08.088862,u_0096,miles_earned,dining,507.0,android,facebook,MY
2025-05-21 23:24:08.874634,u_0019,share,,,ios,facebook,SG
2025-04-29 06:53:52.389025,u_0068,miles_earned,ecommerce,116.0,android,organic,TH
2025-03-21 04:33:35.276573,u_0038,miles_redeemed,flight,1858.0,android,tiktok,TH
2025-03-19 07:57:34.357938,u_0074,miles_redeemed,hotel,1100.0,ios,google,MY
2025-04-04 14:30:54.929057,u_0099,miles_redeemed,hotel,1157.0,ios,facebook,SG
2025-05-27 18:28:38.056462,u_0055,reward_search,apple,,ios,facebook,MY
2025-05-18 12:18:05.042809,u_0022,miles_earned,shopping,1046.0,ios,facebook,SG
2025-05-24 07:47:41.277639,u_0005,miles_redeemed,flight,1762.0,web,tiktok,ID
2025-05-27 18:21:15.973630,u_0077,miles_earned,ecommerce,91.0,ios,facebook,SG
2025-03-26 18:26:33.162130,u_0041,share,,,android,google,MY
2025-03-30 07:39:41.252198,u_0021,share,,,android,facebook,PH
2025-03-17 02:42:41.202120,u_0077,miles_earned,ecommerce,93.0,ios,facebook,SG
2025-05-17 01:43:41.896792,u_0003,miles_redeemed,flight,1812.0,web,organic,MY
2025-05-26 10:24:29.438483,u_0003,miles_earned,shopping,1043.0,ios,organic,MY
2025-04-13 10:27:08.583334,u_0023,miles_earned,shopping,930.0,android,google,TH
2025-05-02 17:18:21.902932,u_0090,miles_earned,dining,424.0,web,google,MY
2025-03-21 18:30:44.758871,u_0019,miles_earned,dining,540.0,ios,facebook,SG
2025-05-30 13:13:12.778034,u_0062,share,,,ios,facebook,MY
2025-05-24 16:13:31.893806,u_0070,miles_earned,shopping,1093.0,web,google,PH
2025-06-03 17:16:56.112071,u_0000,miles_redeemed,hotel,1057.0,web,facebook,MY
2025-05-19 19:56:38.894257,u_0045,miles_earned,dining,436.0,web,google,ID
2025-05-26 04:32:10.407462,u_0062,miles_earned,ecommerce,102.0,web,facebook,MY
2025-03-10 02:12:56.750120,u_0052,miles_earned,ecommerce,84.0,ios,referral,SG
2025-05-13 03:39:23.332367,u_0082,miles_earned,dining,467.0,web,tiktok,SG
2025-04-06 18:11:52.198751,u_0056,miles_redeemed,flight,1931.0,web,facebook,PH
2025-05-30 15:14:22.329912,u_0005,miles_earned,dining,441.0,ios,tiktok,ID
2025-05-19 01:30:18.440375,u_0018,reward_search,shopee,,ios,google,PH
